1, 1, 1;25.000000
2, 1, 1;50.000000
3, 1, 1;75.000000
4, 1, 1;100.000000
5, 1, 1;125.000000
6, 1, 1;150.000000
7, 1, 1;175.000000
8, 1, 1;200.000000
9, 1, 1;225.000000
10, 1, 1;250.000000
11, 1, 1;275.000000
12, 1, 1;300.000000
13, 1, 1;325.000000
14, 1, 1;350.000000
15, 1, 1;375.000000
16, 1, 1;400.000000
17, 1, 1;425.000000
18, 1, 1;450.000000
19, 1, 1;475.000000
20, 1, 1;500.000000
21, 1, 1;525.000000
22, 1, 1;550.000000
23, 1, 1;575.000000
24, 1, 1;600.000000
25, 1, 1;625.000000
26, 1, 1;650.000000
27, 1, 1;675.000000
28, 1, 1;700.000000
29, 1, 1;725.000000
30, 1, 1;750.000000
31, 1, 1;775.000000
1, 2, 1;800.000000
2, 2, 1;825.000000
3, 2, 1;850.000000
4, 2, 1;875.000000
5, 2, 1;900.000000
6, 2, 1;925.000000
7, 2, 1;950.000000
8, 2, 1;975.000000
9, 2, 1;1000.000000
10, 2, 1;1025.000000
11, 2, 1;1050.000000
12, 2, 1;1075.000000
13, 2, 1;1100.000000
14, 2, 1;1125.000000
15, 2, 1;1150.000000
16, 2, 1;1175.000000
17, 2, 1;1200.000000
18, 2, 1;1225.000000
19, 2, 1;1250.000000
20, 2, 1;1275.000000
21, 2, 1;1300.000000
22, 2, 1;1325.000000
23, 2, 1;1350.000000
24, 2, 1;1375.000000
25, 2, 1;1400.000000
26, 2, 1;1425.000000
27, 2, 1;1450.000000
28, 2, 1;1475.000000
1, 3, 1;1500.000000
2, 3, 1;1525.000000
3, 3, 1;1550.000000
4, 3, 1;1575.000000
5, 3, 1;1600.000000
6, 3, 1;1625.000000
7, 3, 1;1650.000000
8, 3, 1;1675.000000
9, 3, 1;1700.000000
10, 3, 1;1725.000000
11, 3, 1;1750.000000
12, 3, 1;1775.000000
13, 3, 1;1800.000000
14, 3, 1;1825.000000
15, 3, 1;1850.000000
16, 3, 1;1875.000000
17, 3, 1;1900.000000
18, 3, 1;1925.000000
19, 3, 1;1950.000000
20, 3, 1;1975.000000
21, 3, 1;2000.000000
22, 3, 1;2025.000000
23, 3, 1;2050.000000
24, 3, 1;2075.000000
25, 3, 1;2100.000000
26, 3, 1;2125.000000
27, 3, 1;2150.000000
28, 3, 1;2175.000000
29, 3, 1;2200.000000
30, 3, 1;2225.000000
31, 3, 1;2250.000000
1, 4, 1;2275.000000
2, 4, 1;2300.000000
3, 4, 1;2325.000000
4, 4, 1;2350.000000
5, 4, 1;2375.000000
6, 4, 1;2400.000000
7, 4, 1;2425.000000
8, 4, 1;2450.000000
9, 4, 1;2475.000000
10, 4, 1;2500.000000
11, 4, 1;2525.000000
12, 4, 1;2550.000000
13, 4, 1;2575.000000
14, 4, 1;2600.000000
15, 4, 1;2625.000000
16, 4, 1;2650.000000
17, 4, 1;2675.000000
18, 4, 1;2700.000000
19, 4, 1;2725.000000
20, 4, 1;2750.000000
21, 4, 1;2775.000000
22, 4, 1;2800.000000
23, 4, 1;2825.000000
24, 4, 1;2850.000000
25, 4, 1;2875.000000
26, 4, 1;2900.000000
27, 4, 1;2925.000000
28, 4, 1;2950.000000
29, 4, 1;2975.000000
30, 4, 1;3000.000000
1, 5, 1;3025.000000
2, 5, 1;3050.000000
3, 5, 1;3075.000000
4, 5, 1;3100.000000
5, 5, 1;3125.000000
6, 5, 1;3150.000000
7, 5, 1;3175.000000
8, 5, 1;3200.000000
9, 5, 1;3225.000000
10, 5, 1;3250.000000
11, 5, 1;3275.000000
12, 5, 1;3300.000000
13, 5, 1;3325.000000
14, 5, 1;3350.000000
15, 5, 1;3375.000000
16, 5, 1;3400.000000
17, 5, 1;3425.000000
18, 5, 1;3450.000000
19, 5, 1;3475.000000
20, 5, 1;3500.000000
21, 5, 1;3525.000000
22, 5, 1;3550.000000
23, 5, 1;3575.000000
24, 5, 1;3600.000000
25, 5, 1;3625.000000
26, 5, 1;3650.000000
27, 5, 1;3675.000000
28, 5, 1;3700.000000
29, 5, 1;3725.000000
30, 5, 1;3750.000000
31, 5, 1;3775.000000
1, 6, 1;3800.000000
2, 6, 1;3825.000000
3, 6, 1;3850.000000
4, 6, 1;3875.000000
5, 6, 1;3900.000000
6, 6, 1;3925.000000
7, 6, 1;3950.000000
8, 6, 1;3975.000000
9, 6, 1;4000.000000
10, 6, 1;4025.000000
11, 6, 1;4050.000000
